lag,raw,whitened
190,-27841034.000000,0.003370
191,-29095612.000000,0.000229
192,-30309896.000000,-0.000796
193,-31508284.000000,-0.000002
194,-32726528.000000,0.002681
195,-33979068.000000,0.000227
196,-35237648.000000,-0.000142
197,-36462272.000000,-0.000184
198,-37610004.000000,0.000907
199,-38667448.000000,-0.000610
200,-39660248.000000,-0.000464
201,-40628408.000000,-0.000959
202,-41594400.000000,-0.000376
203,-42565344.000000,0.000478
204,-43549208.000000,0.000052
205,-44549852.000000,-0.000874
206,-45595192.000000,0.001514
207,-46721656.000000,0.001245
208,-47942668.000000,-0.000157
209,-49240584.000000,0.001219
210,-50573596.000000,-0.000487
211,-51870112.000000,-0.000877
212,-53070512.000000,0.003597
213,-54123892.000000,-0.000169
214,-54988520.000000,0.000605
215,-55659216.000000,-0.000878
216,-56167120.000000,0.001093
217,-56567056.000000,-0.000806
218,-56917656.000000,0.001302
219,-57275072.000000,-0.000172
220,-57680040.000000,0.002613
221,-58142504.000000,-0.001055
222,-58622080.000000,-0.001857
223,-59068424.000000,0.001314
224,-59457968.000000,0.000936
225,-59781812.000000,0.001707
226,-60049000.000000,0.002334
227,-60284568.000000,-0.000475
228,-60511528.000000,-0.000983
229,-60747276.000000,0.000960
230,-60996028.000000,-0.000553
231,-61236480.000000,-0.001005
232,-61452488.000000,0.002105
233,-61649488.000000,0.001255
234,-61848688.000000,0.000387
235,-62065272.000000,0.002723
236,-62302656.000000,0.001056
237,-62550240.000000,0.000200
238,-62800928.000000,-0.001277
239,-63040344.000000,-0.000221
240,-63259496.000000,0.001010
241,-63456888.000000,-0.000683
242,-63619728.000000,0.001354
243,-63734900.000000,-0.000465
244,-63784040.000000,-0.000159
245,-63758364.000000,-0.000138
246,-63664032.000000,-0.000977
247,-63511408.000000,-0.001033
248,-63315768.000000,-0.000653
249,-63103096.000000,-0.001161
250,-62917464.000000,0.001503
251,-62801456.000000,0.000198
252,-62779392.000000,0.008679
253,-62865328.000000,0.012339
254,-63021132.000000,0.005311
255,-63181404.000000,0.036252
256,-63388808.000000,0.084611
257,-63686288.000000,0.034033
258,-63924280.000000,0.005746
259,-63973544.000000,0.012589
260,-63861272.000000,0.006301
261,-63641904.000000,0.000887
262,-63356004.000000,0.002089
263,-63047064.000000,-0.002012
264,-62751112.000000,-0.001009
265,-62495256.000000,-0.001026
266,-62291732.000000,-0.000461
267,-62135704.000000,0.000857
268,-62022216.000000,-0.000383
269,-61943816.000000,0.000074
270,-61888696.000000,0.000428
271,-61852720.000000,0.000617
272,-61830000.000000,0.000885
273,-61812512.000000,-0.000422
274,-61794224.000000,0.000484
275,-61774576.000000,-0.000003
276,-61751464.000000,0.000051
277,-61719964.000000,-0.000127
278,-61687744.000000,-0.000090
279,-61660036.000000,-0.000883
280,-61629280.000000,0.000995
281,-61586172.000000,0.000169
282,-61523892.000000,-0.000536
